,	，
wck	渐
wcn	泽
wcru	淀
wcw	涟
wd	潜
wda	韧
wdaz	涩
wddr	浏
wde	冱
wdef	烫
wdef	荡
wdem	汤
wdf	韫
wdfe	湿
wdlb	灏
wdlt	灏
wdn	韧
wdwf	湿
wea	浔
weda	鋈
wee	净
wef	烫
wef	荡
weg	韬
weia	浔
wep	汤
weqd	潴
wesi	泾
wewf	沩
wewy	湿
we,	ゑ
we.	ヱ
wf	添
wfa	乌
wfad	泪
wfb	邬
wfdl	滟
wfds	洁
wffa	滢
wffd	涝
wffk	浓
wffl	滟
wffs	潆
wfj	沣
wfl	汇
wfn	凑
wfnc	浊
wfnc	滟
wfnd	凑
wfnl	滟
wfnn	滞
wfnn	凑
wfoc	沪
wfol	沪
wfoo	沤
wfs	泺
wfx	泼
wfx	沤
wfy	泽
wfyg	泽
wgn	浃
wgnf	泻
wh	涂
whds	洁
whe	齐
whmb	渍
whp	渊
whr	剂
whs	斋
wif	盗
wigu	溲
wih	欲
winf	鸿
wiqx	泄
wisq	湾
wist	滦
wiw	浒
wix	泄
wi,	ゐ
wi.	ヰ
wj	韦
wjcb	濑
wje	沟
wjeg	凄
wjg	凄
wjm	渎
wjn	决
wjny	沟
wjqu	泼
wjyd	渎
wk	涨
wka	丸
wkkd	潜
wkn	丧
wko	减
wla	洒
wld	沥
wlhz	沥
wllb	洒
wlmb	颜
wlmt	颜
wln	涞
wlok	滚
wlos	凉
wlp	产
wlrk	滚
wls	产
wls	凉
wlsr	铲
wlul	泷
wmbf	溅
wmbk	溅
wmbq	溅
wmbr	测
wmcs	澜
wmcs	斓
wmd	涧
wmgo	阔
wmjs	澜
wmjs	斓
wmk	润
wmn	澜
wmn	斓
wmr	觋
wnbi	澹
wnc	浑
wnc	涣
wncb	滨
wncb	浜
wne	净
wneq	沈
wnf	鹉
wnf	鹆
wnfb	涣
wngf	泻
wnht	泞
wni	渖
wni	沈
wnii	渖
wnii	沈
wnk	浓
wnke	泻
wnkf	泻
wnmq	沈
wnmq	渖
wnnd	涣
wnsb	滨
wnsb	浜
wntb	演
wnu	没
wnxu	汹
woar	浏
woea	溷
woil	渑
wonb	涡
woo	啬
wop	潋
woql	渑
wor	况
wos	韦
wosa	韧
wosd	韧
wosf	韫
wosg	韬
wosw	违
wosx	韧
wow	涠
wows	涠
wo,	を
wo.	ヲ
wp	乡
wpad	溴
wpdd	响
wpdt	乐
wpdt	泺
wpi	却
wpit	涤
wpl	泛
wpn	涤
wpo	洎
wpqr	濞
wpt	涤
wpv	激
wqa	溃
wqe	里
wqek	涨
wqer	浇
wqo	涡
wqr	弥
wqv	浅
wqx	泄
wr	刘
wr	测
wra	泛
wrc	汉
wrcv	滩
wreb	满
wreh	潇
wrer	潇
wres	潇
wrf	滥
wriv	刘
wrn	泺
wrna	滢
wrnb	满
wrnd	涝
wrnh	懑
wrnq	蒙
wrns	潆
wrok	浓
wrr	剂
wrre	齑
wrrr	滠
wrs	渊
wrse	齑
wruu	滠
wrv	测
wrvf	滥
wsi	泾
wsiq	湾
wsit	滦
wsk	湾
wsna	滢
wsnd	涝
wsnn	滞
wsr	渊
wsuf	鲨
wsv	潍
wt	深
wtd	涌
wtnd	涌
wtqd	涌
wttg	漤
wttk	浓
wtv	梁
wubb	淤
wucj	坛
wuf	渔
wui	泾
wui	凼
wuj	污
wunv	离
wuq	泽
wute	钵
wuv,	ぅ
wuv.	ゥ
wux	汉
wux	坛
wuy	泾
wu,	う
wu,	ぅ
wu.	ウ
wu.	ゥ
wv	辽
wvb	濑
wvj	准
wvsb	濑
wwa	沩
wwab	几
wwe	丝
wwef	鸶
wwek	断
wwf	丝
wwff	鸶
wwfk	断
wwh	济
wwm	汤
wwmf	烫
wwmf	荡
wwn	违
wwn	辽
wwpt	泺
wwr	济
wwr	浏
wxbd	渎
wxl	渑
wxn	飨
wyd	渚
wyfb	渎
wym	渎
wyr	浇
wyv	涂
wyya	涛
wyyr	浇
wz	游
wza	丸
wzc	泸
wze	滗
wzh	滤
wzm	滗
wzmb	浈
wznm	浚
wzoa	卤
wzof	卤
wzox	卤
wzqf	泸
wzqh	滤
wzsb	濒
wzst	濒
wzx	丸
xa	专
xaa	氐
xaaf	鬯
xab	邸
xaf	饯
xanf	鸱
xaqq	饯
xat	馀
xatu	杀
xb	窝
xbd	卖
xbh	馀
xbhe	馐
xbk	饼
xbke	馐
xca	蚀
xceb	馈
xd	窃
xdb	馄
xddq	馏
xdfu	馒
xdg	馅
xdnm	饧
xdv	馍
xeb	馋
xeg	馁
xeg	馅
xel	饨
xenf	鸱
xeo	饲
xep	饧
xf	窄
xflb	馔
xg	藉
xgiu	馊
xgn	饫
xgu	馊
xh	悲
xi	弑
xigu	馊
xin	饮
xix	饿
xjck	馕
xjnz	饽
xk	徵
xke	饪
xkl	饩
xkx	饯
xkz	饩
xld	响
xlu	饭
xlx	饺
xm	萨
xmb	质
xmx	馒
xnb	馆
xncb	馋
xnf	鸦
xnf	鹌
xng	馅
xnj	纸
xnl	饱
xnoa	馋
xnol	饱
xo	饷
xolb	馔
xoq	馏
xov	饷
xpd	饫
xpno	饷
xpno	向
xpqu	馈
xpx	敌
xq	窗
xqa	馈
xqer	饶
xqk	喂
xr	微
xrc	馑
xrdd	馍
xrj	饵
xrl	饥
xrup	馓
xrz	饥
xs	徽
xt	窠
xta	杀
xtde	馇
xtm	馇
xtn	杀
xtru	杀
xu	淑
xuo	饴
xur	凶
xv	营
xva	馈
xvd	饬
xvn	饰
xvnk	馕
xw	随
xwb	饥
xwm	饧
xwn	适
xwwb	饥
xxxu	肴
xyeo	饲
xyr	饶
xyyr	饶
y	土
yakp	垅
yal	垅
yao	垢
yav,	ゃ
yav.	ャ
yaxf	垅
ya,	や
ya,	ゃ
ya.	ヤ
ya.	ャ
ybd	买
ybgb	贽
ybgc	蛰
ybgf	鸷
ybgh	挚
ybgs	絷
ybgu	报
ybgw	达
ybgy	垫
ybgz	执
ybhw	达
ybk	丧
ybv	坟
ybyd	势
ybyf	热
ybyy	垫
ycrr	声
yd	者
yda	埘
ydb	都
ydee	翥
ydem	场
ydf	煮
ydjb	冬
ydo	者
ydya	埘
yed	垲
yefe	垭
yefl	垲
yei	击
yen	师
yep	场
yf	盐
yf	熬
yff	塄
yfmb	卖
yfmr	觌
yfpb	赘
yfpf	鳌
yfpf	骜
yfpx	鳌
yfv	熬
yg	赶
ygqf	埙
yh	愿
yha	埘
yiv	款
yizg	芈
yja	坟
yjbo	墙
yjrb	坟
yk	壤
yka	执
ykad	势
ykaf	热
ykv	堪
yld	坜
ylfk	坏
ylhz	坜
ylk	圹
yloe	坛
ylom	坛
ylp	圹
ylps	塬
ylrb	圹
ylul	垅
ylxu	垴
yma	卖
ymb	坝
ymmr	觌
yn	院
yncu	毂
ynea	冢
ynee	壶
yneq	冢
yneu	壳
yneu	谷
yneu	毂
ynex	冢
ynf	鸦
ynfe	壶
ynhu	谷
yni	帅
ynj	帅
yno	壶
ynr	卖
ynrh	悫
ynru	壳
yo	嘉
yoe	垭
yokw	远
yomb	埙
yonb	埚
yonp	台
yot	颉
yotb	颉
yov,	ょ
yov.	ョ
yo,	よ
yo,	ょ
yo.	ヨ
yo.	ョ
yp	却
yp	敖
ypf	盐
ypqu	块
ypu	报
ypv	敖
yqi	厣
yqo	埚
yree	翘
yrj	声
yrl	尧
yrsw	隶
yryd	势
yryf	热
yryy	垫
ys	疏
yspq	厘
ysps	犁
yt	趋
yta	坛
yta	愿
ytmb	愿
ytoh	靥
yu	趣
yu	鼓
yuru	坝
yuv,	ゅ
yuv.	ュ
yu,	ゆ
yu,	ゅ
yu.	ユ
yu.	ュ
yv	越
yva	块
yva	魇
yvof	盐
yvq	芈
yw	药
ywdt	墚
ywf	坞
ywm	场
ywm	埸
ywn	达
ywoo	墙
ywu	垴
yx	赵
yxa	坻
yxn	餍
yya	塬
yyan	帮
yyd	堵
yye	压
yyia	寿
yyif	焘
yyye	翘
yyyr	尧
yz	堤
yza	执
yzc	蛰
yzc	垆
yzd	势
yzdg	赶
yze	归
yzen	归
yzf	热
yzh	挚
yzmb	贽
yznf	鸷
yzq	芈
yzs	絷
yzsb	趱
yzsu	赵
yzx	赵
yzx	执
yzy	垫
zac	签
zado	舱
zadp	节
zae	签
zaf	笺
zakp	笼
zal	笼
zaob	签
zaob	吁
zaom	龠
zaot	吁
zap	节
zaqq	笺
zaqs	岁
zase	签
zax	舣
zaxf	笼
za,	ざ
za.	ザ
zb	频
zba	飞
zbbe	签
zbe	簦
zbj	筚
zbp	舱
zbqj	箪
zbu	齿
zbua	龄
zbuf	龀
zbuf	龇
zbuk	龈
zbul	龅
zbum	龃
zbun	龅
zbuo	龆
zbuo	龉
zbup	龄
zbup	龌
zbuu	龋
zbuz	龊
zbx	舣
zc	侦
zcc	虱
zceb	篑
zcnf	鸬
zco	舾
zcp	卢
zcp	范
zct	颅
zctb	颅
zdaq	戏
zdup	节
zdw	笾
zdx	虏
zdy	虏
zee	筝
zeev	筝
zeh	箫
zej	笔
zeod	献
zeqr	剧
zers	箫
zes	孙
zesr	箫
zesw	逊
ze,	ぜ
ze.	ゼ
zf	盘
zfc	箩
zfe	盘
zfeq	戏
zfer	盘
zfer	觑
zfg	箧
zfmb	赀
zfsv	箩
zgi	节
zh	孩
zha	虑
zhmb	箦
zigu	艘
ziqr	箅
zirt	筑
ziv,	ぢ
ziv.	ヂ
zizt	筑
zi,	じ
zi,	ぢ
zi.	ジ
zi.	ヂ
zjcb	籁
zjcc	虱
zjfg	箨
zjfy	箨
zjuq	箨
zk	测
zkx	笺
zl	此
zlbf	帘
zldk	蓑
zlmk	簖
zlpq	帘
zlq	帘
zlul	笼
zlxv	篱
zm	舰
zmb	贞
zmd	简
zmf	笃
zmg	篓
zmlk	簖
zmr	舰
zmr	笕
zmu	齿
znbi	檐
zncp	箢
znd	笋
zne	筝
znfl	孢
znli	檐
znq	处
zoa	签
zod	点
zoj	箪
zojo	个
zomr	觇
zooj	箪
zox	卤
zoxa	卤
zoxb	硷
zoxf	卤
zoxi	鹾
zoxk	咸
zoxo	咸
zo,	ぞ
zo.	ゾ
zpbn	筛
zpg	箅
zpi	节
zpit	筱
zpn	筱
zpqg	箅
zpr	处
zps	孙
zpsw	逊
zq	战
zqa	篑
zqd	虏
zqf	卢
zqfb	颅
zqft	颅
zqh	虑
zqj	筚
zqjq	筚
zqu	肤
zr	些
zr	舰
zren	筛
zrf	篮
zrf	舰
zri	剧
zruf	盘
zrut	盘
zrvf	篮
zrvf	舰
zs	策
zsa	孙
zst	频
zstb	频
zstg	颦
zsw	逊
zt	龄
ztqx	筻
ztx	筻
zuap	龄
zuat	龄
zub	齿
zubw	藤
zucp	龌
zudk	龈
zudo	龆
zuf	龀
zui	齿
zum	龃
zun	龅
zunl	龅
zuno	出
zuoz	龊
zupu	龋
zuv,	づ
zuv.	ヅ
zuwo	龉
zuzf	龇
zu,	ず
zu,	づ
zu.	ズ
zu.	ヅ
zv	孟
zvb	籁
zvo	檐
zvrk	亏
zvsb	籁
zwuv	篱
zxcc	虱
zyd	箸
zyen	筛
zyya	筹
zzc	舻
,a	А
,a	а
,a	ɑ
,ae	钅
,aj	钅
,al	钅
,alp	Α
,b	Ь
,be	冫
,be	Б
,be	б
,be	Ё
,be	ё
,bet	Β
,bob	¤
,bu	ü
,che	Ч
,che	ч
,chi	Χ
,chi	χ
,con	∮
,de	Д
,de	д
,del	Δ
,dg	【
,dg	】
,dgg	】
,di	≯
,dl	陆
,dr	贰
,ds	叁
,e	━
,e	￣
,e	Э
,e	э
,e	─
,ea	ā
,ee	ˉ
,ee	—
,ee	￣
,ee	ē
,eee	┄
,eee	┅
,eee	┈
,eee	┉
,ef	Ф
,ef	ф
,ei	屮
,ei	ī
,ej	屮
,ej	肀
,el	Л
,el	л
,em	М
,em	м
,en	Н
,en	н
,eo	ō
,eps	Ε
,eq	豸
,er	∏
,er	Р
,er	р
,es	С
,es	с
,eta	Η
,eta	η
,eu	ū
,fa	灬
,fa	∷
,fl	ㄈ
,fl	匚
,fn	＊
,g	）
,g	〔
,g	〖
,g	ɡ
,ga	ㄍ
,gam	Γ
,gg	〕
,gg	〗
,ggv	∨
,gi	丬
,gi	爿
,gp	爿
,ha	忄
,hi	忄
,hp	ㄏ
,i	｜
,i	│
,i	┃
,ia	Я
,ia	я
,ie	Е
,ie	е
,il	讠
,io	Ё
,io	ё
,iot	Ι
,iot	ι
,iu	Ю
,iu	ю
,iz	讠
,jx	扌
,ka	К
,ka	к
,kap	Κ
,kap	κ
,kha	Х
,kha	х
,l	┕
,lam	Λ
,le	亠
,lp	ㄏ
,lr	≤
,lr	≥
,mi	彳
,mp	彡
,mu	Μ
,n	И
,n	и
,n	⌒
,na	à
,ne	è
,ne	ê
,ni	ì
,nn	
,no	ò
,noe	№
,nu	Ν
,nu	ν
,nu	ù
,ny	勹
,n..	ǜ
,o	。
,o	О
,o	о
,of	∝
,omi	Ο
,omi	ο
,opo	‰
,p	＇
,p	ㄗ
,pa	á
,pe	П
,pe	п
,pe	é
,phi	Φ
,phi	φ
,pi	亻
,pi	ㄗ
,pi	Π
,pi	í
,pm	
,pn	ń
,po	ó
,pp	∥
,pp	″
,pro	∏
,psi	Ψ
,psi	ψ
,pu	ú
,p..	ǘ
,qp	犭
,qx	犭
,re	〓
,re	Э
,rho	Ρ
,rho	ρ
,ri	刂
,ri	‖
,rj	艹
,rp	〃
,rp	″
,rs	礻
,rs	≈
,ru	殳
,s	∫
,s	∽
,sa	纟
,se	纟
,sha	Ш
,sha	ш
,shc	щ
,she	Щ
,si	≮
,sig	σ
,sig	Ъ
,sig	ъ
,sii	Й
,sii	й
,ss	∥
,ssi	Ь
,ssi	ь
,sum	∑
,tau	Τ
,te	Т
,te	т
,the	Θ
,tse	Ц
,tse	ц
,u	У
,u	у
,ui	ㄩ
,ui	凵
,ups	Υ
,ups	υ
,uq	豸
,v	”
,v	√
,va	衤
,va	ǎ
,ve	В
,ve	в
,ve	ě
,vi	≮
,vi	≯
,vi	ǐ
,vn	ň
,vo	ǒ
,vp	髟
,vr	≤
,vr	≥
,vu	ǔ
,v..	ǚ
,we	氵
,wn	辶
,x	Ⅹ
,xi	Ξ
,xl	饣
,yer	Ы
,yer	ы
,ze	З
,ze	з
,zet	Ζ
,zet	ζ
,zhe	Ж
,zhe	ж
,zl	虍
,,	“
,,	”
,,v	”
,.	·
,..e	Ё
,..e	ё
,..u	ü
,...	┆
,...	┇
,...	┊
,...	┋
,...	┄
,...	┅
,...	┈
,...	┉
,''''	’
,[	［
,[	（
,[	〖
,[v	∧
,]	］
,]	）
,]	〗
,]v	∨
..	¨
..	━
..	∶
''	·
[	〈
[v	∧
]	〉
]v	∨
a	对
aaxh	铽
abv	镔
af	监
agry	錘
aiv	衔
ao	点
aq	钱
ar	创
atv	衔
aw	录
awv	逾
bbv	郑
bd	阶
be	并
bf	为
bf	毙
bfv	毙
bgv	陕
bm	阳
bm	贫
bsv	冻
cc	属
ch	击
ck	够
cq	辐
cr	剥
cs	系
csi	蛏
ct	祸
cw	迟
cwv	遣
dav	夺
db	显
dg	贸
dgv	歼
dh	导
di	斗
dq	残
dz	债
ea	与
ed	习
eea	屿
ej	辞
ek	酿
ekf	屿
el	岂
elv	岂
eq	举
er	划
et	颈
fb	顾
fc	萤
fd	丰
ff	营
ft	荣
ftv	顷
g	机
gb	几
gd	动
gf	舰
go	乔
gryb	邮
gt	娱
hb	积
hg	面
hi	帮
hk	怀
hpv	麦
hy	称
i	后
ia	应
ib	读
ic	巩
icv	讽
if	迹
ig	译
ik	让
ikz	赞
iov	词
it	谴
iu	护
iy	讲
iz	谆
jbv	颠
jf	抚
jg	干
ji	拭
jkab	贽
jkaf	热
jlv	擒
jo	抢
jq	协
jrv	摄
jv	拥
jz	拟
kb	质
kd	潜
kf	荐
kfa	与
kfi	欤
kk	环
km	气
kn	长
ktv	杂
kz	赞
ld	励
lh	厅
ljkk	亵
ljn	辣
ll	亲
ls	牵
lu	厉
lv	确
lw	么
lxuv	离
ly	压
lz	础
lzka	孰
mb	类
mdv	睹
mf	关
mg	释
mn	采
mt	冲
mtv	闲
muv	贩
mw	边
mz	从
nc	触
nh	宪
nqv	穷
nr	刚
nu	窃
odv	兽
ok	园
ol	号
oo	吕
oq	战
os	围
ot	图
ow	选
ox	严
oy	吓
p	备
pewu	竦
pf	尽
pfv	伪
ph	亿
po	个
ppv	仆
pq	归
puu	竦
puwu	竦
qd	体
qj	毕
qm	们
qp	缴
qs	猎
qu	获
qv	惧
rf	联
rg	旧
rh	听
rn	乐
rnov	营
rt	艺
ru	万
rua	蓣
ruv	凤
ryd	着
sb	续
sdv	绪
sg	绩
sh	总
sk	制
snv	币
ss	综
sv	线
sw	继
sz	纵
tb	检
te	台
teh	榉
tg	楼
tk	极
tov	哥
ttv	梁
tu	样
tw	隶
twv	隶
ty	构
ud	胜
ufv	熊
uh	态
uhv	鲜
uov	露
uq	鲜
urv	脏
usv	叁
uw	遥
uy	垦
vf	无
vn	迈
vq	里
vu	松
vz	碍
wd	响
wf	湿
wh	滤
wrv	刘
xb	邻
xf	网
xg	诸
xi	乡
xm	储
xs	绿
xu	杀
xv	赢
yd	势
ydv	堵
yf	热
yfv	盐
yh	挚
yk	坏
yln	坏
yn	厌
ynpf	骜
yt	愿
yu	报
yw	远
yx	忧
yz	执
zb	吁
zc	趋
zh	虑
zk	亏
zm	侦
zq	戏
zr	剧
zs	岁
zt	筑
zv	处
,dv	万
,e..	ǖ
,ge	Г
,ge	г
,gv	∧
,''''	＂
﻿a	対
aaqq	銭
abef	鎌
abew	鎹
abf	益
abgw	鎹
acda	劒
acdn	劔
acdx	剱
acew	鑓
acn	僉
acn	鈬
acp	斂
ada	劒
adku	朗
adn	釼
aduu	朗
aeaz	錻
aeu	会
aff	盞
afp	鈩
afx	戔
agw	鎹
ajad	鐡
akeb	鋲
alos	鍄
als	鍄
alu	鉱
alu	鑛
amp	尨
anfl	鉋
aooa	劒
aood	劒
aood	剱
aoor	剣
aoox	劒
aoox	剱
apdt	鑠
apob	鋲
aq	銭
aqx	曵
arb	鉷
arf	錺
aruu	鑷
ase	僉
ased	劒
asex	劔
asn	鐡
atn	朮
aue	朗
aw	録
awe	錻
axfp	鑁
axj	書
axup	鑁
aybg	﨨
ayj	﨨
aypz	﨧
bac	険
bacb	険
bae	釡
bajq	舗
baob	険
bbb	衆
bbge	釡
bbn	従
bbow	逧
be	冫
bebf	益
bfa	陦
bg	陥
bg	陷
bgfd	羮
bgo	若
bgoi	舗
bgoq	舗
bhdb	羯
bhdf	羯
bhp	敍
bhv	隱
bij	舗
bipo	若
bne	﨩
bnf	鳰
bng	陥
bni	幣
bnid	陥
bnx	鼈
bo	曽
boa	険
bpes	隆
bps	隆
bqd	曽
bqiw	逓
bqj	単
bqjb	鄲
bqpw	逓
brff	凞
brof	凞
bwn	込
byob	舘
byoi	舗
byoq	舗
ca	蟲
caa	専
cbb	軣
cbhw	遲
cdfw	遷
cdnb	蝎
cdnf	蝎
ce	渓
ceb	輌
cemr	彜
cenb	輌
cene	輌
cenu	輌
cesi	軽
cfa	軣
ch	撃
civ	譬
clen	蛎
cnfl	蚫
cnl	蚫
cnol	蚫
cpdr	轎
cqil	蝿
cqql	蝿
crnt	蠑
crus	繋
cs	繋
cse	﨡
csnf	鶫
csnn	蟐
csnt	蠑
csos	蝋
csqj	蝉
csrq	蝋
cta	転
ctnb	輌
ctne	輌
ctnu	輌
cua	専
cue	轌
cuh	恵
curh	撃
curs	繋
cw	遅
cwn	迚
cwsw	遅
cxl	蝿
cyd	暑
cypf	蛯
daw	辺
db	顕
dbqj	殫
dbu	枩
dcj	曻
dcra	兎
dcs	曻
dda	闘
ddcr	晩
dfe	顕
dhnl	晴
dhu	晴
di	闘
djae	殱
dlb	麁
dlu	昿
dlu	曠
dnf	曷
dnfi	歇
dnrq	曚
drss	暃
dsqj	殫
dto	竒
dvoj	晦
dvox	晦
dwn	辺
dwwb	顕
dwwt	顕
eac	嶮
ease	嶮
eaw	逸
eaxr	弐
eb	両
eba	両
ebhi	嵳
ebki	嵳
ebn	両
ebp	両
eca	歳
eca	夛
edjk	醸
edo	呑
edp	屶
eee	羽
eei	艸
eejj	翆
eesj	崋
ee,	ー
ee.	ー
efe	亜
efeh	悪
efey	堊
eff	峠
efl	醗
efn	霊
efx	醗
efy	釈
efyg	釈
eguw	遥
eguw	遙
ejj	酔
ejk	醗
ejqu	醗
ek	醸
elhz	醇
elio	嵜
elio	﨑
eljk	醸
eljk	釀
eln	醸
eloi	嵜
elok	醸
elto	嵜
elto	﨑
embr	彜
enbb	両
enuj	覃
eop	巌
ep	屮
epj	岼
eq	挙
eqbb	嵶
eqcc	蠡
eqer	嶢
eqj	挙
eqj	擧
eqmm	嵶
eqnf	鶏
eqpr	貎
esib	頚
esit	頚
eslp	巖
et	頚
etcn	釈
etfg	釈
etfy	釈
etuq	釈
euq	釈
eur	峅
evo	嵜
ewdf	鶏
ewdv	鶏
ewdv	鷄
ewn	逸
ewn	辷
ezo	岾
faa	対
fac	匳
fase	匳
fbn	幇
fbuv	脊
fc	燭
fd	豊
fdv	署
ff	営
ffnc	蛍
ffnd	労
ffnf	鴬
ffno	営
ffnt	栄
fimb	熕
fjrr	焼
fka	匤
fl	発
flv	亡
fmk	衆
fmlf	鷆
fmq	旙
fmu	燗
fnfl	炮
fng	焔
fnid	焔
fnn	帯
fnuf	鶺
foof	鴎
fqer	焼
fqn	衆
fqo	畑
frc	颪
frl	旡
frx	颪
fsa	楽
fsou	羂
ft	栄
funm	麹
fuqn	麸
futh	麺
futo	麺
fx	発
fxnf	鴎
fybw	燵
fyr	焼
fyw	燵
fyyr	焼
gc	奨
gcd	奨
gcd	奬
gce	醤
gcnm	麹
geae	醤
gedr	嬌
gf	盤
gffr	剰
gjjs	乗
gljk	嬢
gljk	孃
goed	娯
gogn	娯
gokd	娯
gpdr	嬌
gpmr	嬶
gpnm	麹
gpth	麺
gpx	収
grl	児
grtr	剰
gryb	郵
gsqj	嬋
gt	娯
gta	頬
gtmb	頬
guae	醤
gyr	弉
hbi	都
hcnm	麹
hcth	麺
hcto	麺
hcv	種
hdjk	穣
heg	稲
heih	穏
hi	幇
hjae	懴
hjct	懶
hjfk	懷
hljk	穣
hljk	穰
hln	穣
hlok	穣
hlos	懍
hnbi	憺
hnbo	穃
hnql	穐
hnw	穃
hnx	穐
hov	黏
hpnm	麹
hpth	麺
hpto	麺
hsi	悩
hspo	悩
hsqj	憚
hswu	悩
hsxo	惱
ht	頽
hun	怺
hv	懼
hvoj	悔
hvox	悔
hvst	懶
hvv	懼
iao	詬
ib	読
icn	訳
idjk	譲
idnf	謁
idv	諸
iegu	謡
iegu	謠
iewu	謡
ife	譲
ify	訳
ifyg	訳
ig	訳
iho	諸
iii	訷
iiqi	訷
ii,	｜
ii.	｜
ik	譲
iljk	譲
iljk	讓
illm	諺
iln	譲
ilok	譲
inbi	譫
inez	諚
iokb	誤
iov	詞
iq	讃
iqnd	譛
irof	熈
isi	坙
isrb	讃
issp	変
isy	坙
iuq	訳
iuu	謡
iuwu	謡
ivoj	誨
ivox	誨
iyd	諸
iyfb	読
iym	読
iynr	読
iypd	諸
jaca	博
jaj	丼
jaop	掵
jax	抜
jaxu	抜
jaxx	抜
jbe	亊
jbnf	鷆
jbv	擯
jce	亊
jcnk	嚢
jdn	扨
jdnl	掲
jee	挧
jegu	揺
jegu	搖
jewu	揺
jfd	捩
jfy	択
jfyg	択
jgu	捜
jh	恵
jigu	捜
jja	抃
jkj	発
jkl	発
jljk	攘
jmeb	眞
jmef	鷆
jmeh	悳
jmlf	鷆
jnbi	擔
jnbw	遖
jnfl	抱
jni	市
jnj	市
jnob	換
jpdt	擽
jqa	専
jqd	曺
jqru	発
jqsf	鶫
jqua	専
jquh	恵
jrbb	摂
jrer	尭
jrf	摂
jrmr	攬
jror	欟
jrr	尭
jsnd	撈
jsr	撹
jua	払
juac	掻
jubc	掻
juc	掻
juq	択
juu	揺
juwu	揺
jwn	辻
jza	執
kb	貭
kd	勘
kddq	璢
kdv	斟
kedq	璢
kegu	瑶
kegu	瑤
kej	与
keq	琢
kkmb	貭
kl	无
kp	徴
krx	珎
ksg	珱
ktn	雑
kxx	気
kz	汽
ladf	黶
lam	厖
lbbr	癢
lbd	竕
lbfb	癲
lbft	癲
lbgu	痩
lbiu	痩
lbjt	癩
lbob	麌
lbvt	癩
ldnf	竭
ldx	歴
ldy	歴
lf	碼
lfl	廃
lfv	碼
lfx	廃
lgj	竏
lhhd	暦
lhhz	歴
lhnl	靖
lhno	髙
lhu	靖
ljj	竍
ljk	廃
ljqu	廃
lka	広
llos	廩
llq	竰
lml	竓
lnfl	庖
lno	髙
lobo	硲
lod	劯
lodf	碣
lojj	砕
loln	砺
lolu	砿
lolu	礦
lono	髙
loqr	磽
lorf	硴
lov	店
low	硲
lozb	碵
lpp	彦
lpth	麺
lqd	曺
lqn	乕
ltd	竡
ltto	麿
lxp	効
lye	圧
lyu	届
lzrw	逓
mao	粭
mase	瞼
mba	県
mbaf	賎
mbaf	賤
mbaq	賎
mbaq	戝
mbes	県
mbk	賎
mbps	県
mbqj	闡
mc	騷
mcn	釈
mcsb	隣
mda	闘
mda	籾
mdt	類
mdtb	類
mei	閊
mes	県
mess	県
mf	関
mfa	験
mfab	験
mfac	験
mfcn	駅
mffg	駅
mffo	駆
mffx	駆
mffy	駅
mfmb	瞋
mfo	験
mfo	騨
mfoj	騨
mfp	粐
mfsj	騨
mfuc	騒
mfuq	駅
mfy	釈
mfyy	駲
mg	関
mhnl	精
mhu	精
mhv	悶
mini	鵆
mint	鵆
mivp	御
mjj	粋
mka	閠
mls	県
mlss	県
mmd	闃
mneq	糘
mnv	釆
mov	閭
mpdr	睨
mri	粫
mrlq	糒
mrpf	糀
ms	県
msqj	闡
mtnr	粫
mua	県
muq	釈
mwn	閖
myd	闍
mzv	貶
nbbe	窯
nbbf	窰
nbbu	窯
nbd	実
nbeu	窰
nbhc	蟹
nbph	窓
nbyl	竃
nbyx	竃
nca	匇
ncra	兎
ncrw	逸
nfl	包
nfl	匂
ngnf	冩
nkwb	寳
nnf	鵤
nnm	粂
noa	実
noxb	実
nql	亀
nrbf	窰
nreu	窰
nrma	寛
nrnf	鴆
nrph	窓
nryl	竃
nryx	竃
nsa	尓
nve	寉
nvnf	鶴
nwn	遖
nxx	匁
ny	勹
oaq	戦
obnp	圏
obp	叺
ocua	団
odnf	喝
odv	嗜
oed	呉
oefe	唖
oeq	啄
oeq	喙
ofd	唳
ofmb	嗔
ogj	叫
ogn	呉
oh	国
ojqa	団
okd	呉
oktv	囃
olhr	喨
oli	噺
oltk	噺
ombb	囎
ombd	囎
omii	哘
omit	哘
omlk	袰
on	嘴
onb	咼
onf	咜
onfl	咆
onob	喚
oodo	器
ooe	唖
oojo	図
oolo	図
ooo	囘
ooqd	獣
ooqq	戦
op	圏
opb	図
opg	喞
opp	厳
oq	戦
or	號
ori	剣
orjt	囈
orrj	嘩
ot	図
oubb	唹
ov	呂
owj	囲
owos	囲
oxa	団
oxn	喰
ozbp	蹌
ozmu	噛
ozu	噛
paf	牋
paob	倹
paxy	垈
pbqp	俤
pcnb	侭
pdfj	皐
pdn	仭
pdnf	偈
pdq	畠
pdwt	楽
peff	侭
pfdn	衂
pfg	侫
pfpw	衆
pi	誓
piv	譬
pk	優
pl	巻
pmd	臭
pmd	僴
pnfl	皰
pnv	師
poa	倹
prl	処
prz	処
pslp	儼
psp	緜
pspn	緜
pth	恷
ptp	俤
puw	﨤
puwf	偽
pvoj	侮
pvox	侮
pxiz	荐
qadf	黙
qbbm	疂
qbby	塁
qbd	彅
